"No.","Time","Source","Destination","Protocol","Length","Info"
"1849","1.948144","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#87] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1320363 SLE=1210385 SRE=1212384"
"1850","1.948220","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#88] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1321613 SLE=1210385 SRE=1212384"
"1851","1.948301","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#89] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1322863 SLE=1210385 SRE=1212384"
"1852","1.948384","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#90] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1324113 SLE=1210385 SRE=1212384"
"1853","1.948468","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#91] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1325363 SLE=1210385 SRE=1212384"
"1854","1.948539","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#92] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1326613 SLE=1210385 SRE=1212384"
"1855","1.948609","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#93] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1327863 SLE=1210385 SRE=1212384"
"1856","1.948673","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#94] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1329113 SLE=1210385 SRE=1212384"
"1857","1.948745","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#95] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1330363 SLE=1210385 SRE=1212384"
"1858","1.948827","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#96] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1331613 SLE=1210385 SRE=1212384"
"1859","1.948902","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#97] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1332863 SLE=1210385 SRE=1212384"
"1860","1.948976","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#98] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1334113 SLE=1210385 SRE=1212384"
"1861","1.949044","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1637#99] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1862","1.949110","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#100] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1337863 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1863","1.949219","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#101] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1339113 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1864","1.954627","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1339113 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1865","1.954630","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1340363 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1866","1.954633","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1341613 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"1867","1.954634","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1342863 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1868","1.954635","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1344113 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1869","1.954636","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1345363 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1870","1.954637","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1346613 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1871","1.954638","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1347863 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1872","1.954639","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1349113 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1873","1.954719","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#102] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1340363 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1874","1.954905","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#103] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1341613 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1875","1.954978","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#104] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1342863 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1876","1.955060","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#105] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1344113 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1877","1.955149","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#106] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1345363 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1878","1.955209","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#107] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1346613 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1879","1.955266","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#108] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1347863 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1880","1.955317","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#109] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1349113 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1881","1.955369","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#110] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1350363 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1882","1.958347","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1350363 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1883","1.958349","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1351613 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1884","1.958352","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1352863 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1885","1.958353","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Previous segment not captured] https(443)  >  54376 [ACK] Seq=1358980 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1886","1.958353","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Previous segment not captured] https(443)  >  54376 [ACK] Seq=1368980 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1887","1.958354","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","[TCP Previous segment not captured] , Continuation Data"
"1888","1.958355","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","[TCP Previous segment not captured] , Continuation Data"
"1889","1.958356","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Previous segment not captured] https(443)  >  54376 [ACK] Seq=1391862 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1890","1.958356","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1393112 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1891","1.958357","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1394362 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1892","1.958358","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1395612 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1893","1.958358","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1396862 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1894","1.958359","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1398112 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1895","1.958360","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1399362 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1896","1.958361","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1400612 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1897","1.958361","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1401862 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1898","1.958362","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1403112 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1899","1.958363","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1404362 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1900","1.958363","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1405612 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1901","1.958364","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=1406862 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1902","1.958365","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data, Application Data, Application Data, Application Data"
"1903","1.958365","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","65","Application Data"
"1904","1.958430","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#111] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1351613 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1905","1.958521","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#112] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1352863 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1906","1.958565","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1637#113] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1336613 SRE=1354113 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1907","1.958602","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#114] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1358980 SRE=1360230 SLE=1336613 SRE=1354113 SLE=1216019 SRE=1335363 SLE=1210385 SRE=1212384"
"1908","1.958635","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#115] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1368980 SRE=1370230 SLE=1358980 SRE=1360230 SLE=1336613 SRE=1354113 SLE=1216019 SRE=1335363"
"1909","1.958670","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#116] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230 SLE=1358980 SRE=1360230 SLE=1336613 SRE=1354113"
"1910","1.958734","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#117] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230 SLE=1358980 SRE=1360230"
"1911","1.958770","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#118] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1393112 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1912","1.958810","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#119] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1394362 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1913","1.958851","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#120] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1395612 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1914","1.958889","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#121] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1396862 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1915","1.958926","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#122] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1398112 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1916","1.958963","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#123] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1399362 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1917","1.959000","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#124] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1400612 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1918","1.959066","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#125] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1401862 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1919","1.959108","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#126] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1403112 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1920","1.959145","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#127] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1404362 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1921","1.959182","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#128] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1405612 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1922","1.959223","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#129] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1406862 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1923","1.959263","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#130] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1408112 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1924","1.959309","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#131] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1409362 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1925","1.959349","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1637#132] 54376  >  https(443) [ACK] Seq=3869 Ack=1206635 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1926","1.959522","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Fast Retransmission] https(443)  >  54376 [ACK] Seq=1206635 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1927","1.959524","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Out-Of-Order] https(443)  >  54376 [ACK] Seq=1207885 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1928","1.959526","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Out-Of-Order] https(443)  >  54376 [ACK] Seq=1209135 Ack=3706 Win=32768 Len=1250"
"1929","1.959527","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"1930","1.959528","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Out-Of-Order] https(443)  >  54376 [ACK] Seq=1212384 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1931","1.959529","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=59936 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1932","1.959530","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Out-Of-Order] https(443)  >  54376 [ACK] Seq=1213634 Ack=3706 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1933","1.959532","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1189","[TCP Out-Of-Order] https(443)  >  54376 [ACK] Seq=1214884 Ack=3706 Win=32768 Len=1135"
"1934","1.959602","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1207885 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1935","1.959718","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1209135 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1936","1.959810","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1212384 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1937","1.959884","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1213634 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1938","1.959933","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1214884 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1939","1.960153","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=3869 Ack=1335363 Win=262400 Len=0 SLE=1391862 SRE=1409373 SLE=1384136 SRE=1385386 SLE=1377886 SRE=1379136 SLE=1368980 SRE=1370230"
"1940","1.960225","eduroam-int-dhcp-97-88-25.ucl.ac.uk","cds.j3z9t3p6.hwcdn.net","TCP","54","54381  >  https(443) [ACK] Seq=1046 Ack=61186 Win=131072 Len=0"
"1941","1.962995","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=61186 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1942","1.963000","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=62436 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1943","1.963002","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"1944","1.963003","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=64936 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1945","1.963004","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=66186 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1946","1.963005","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"1947","1.963006","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"1948","1.963007","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=69936 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1949","1.963008","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"1950","1.963009","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=72436 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
"1951","1.963010","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54381 [ACK] Seq=73686 Ack=1046 Win=30720 Len=1250 [TCP segment of a reassembled PDU]"
